"Найменование продукта","ambar","productoff" 
"Масло Президент кислосливочное 82% 200г Украина","",""
"Масло Президент кислосливочное 82% 200г Франция","",""
"Масло Президент кислосливочное 82% 250г Франция","",""
"Масло Президент кислосливочное 82% 250г Франция","",""
"Масло Президент кислосливочное 82% 400г Франция","",""
"Масло Президент кислосливочное соленое 80% 200г Франция","",""
"Масло Простоквашино Крестьянское сладкосливочное 73% 200г Украина","",""
"Масло Риоба сладкосливочное 82% 200г Украина","",""
"Масло Санта бремор икорное 200г Белоруссия","",""
"Масло Санта бремор лососевое 200г Белоруссия","",""
"Масло Селянское Бутербродное сладкосливочное 63% 200г Украина","",""
"Масло Селянское Вологодское сладкосливочное 82% 200г Украина","",""
"Масло Сливочная долина крестьянское сладкосливочное 72.6% 200г Украина","",""
"Масло сливочное крестьянское ТМ «ТМСЗ», 73% 400г","",""
"Масло сливочное крестьянское ТМ «Тульчинка», 73% 200г","",""
"Масло Сорочинское Крестьянское 73% 200г Украина","",""
"Масло Файн фуд Крестьянское 73% 200г Украина","",""
"Масло Файн фуд сладкосливочное 82.5% 200г Украина","",""
"Масло Фрико сливочное 82% 200г Голландия","",""
"Масло Хорека селект сладкосливочное 82% 400г Украина","",""
"Масло Эль вир сливочное 82% 200г Франция","",""
"Масло Эль вир сливочное 82% 500г Франция","",""
"МЕГГЛЕ, МАСЛО АЛЬП. 82% 200","",""
"МЕГГЛЕ, МАСЛО АЛЬП. 82% 250","",""
"МОЛ.КОКТ.2,5%200Г","",""
"МОЛ.КОКТ.2,5%200Г","",""
"МОЛ.КОКТ.2,5%200Г","",""
"Молоко Агуша ультрапастеризованное 2.5% 950г тетрапакет Украина","",""
"Молоко Аро ультрапастеризованное 2.5% 1000г тетрапакет Украина","-","-"
"Молоко Аро ультрапастеризованное 3.2% 1000г тетрапакет Украина","-","-"
"Молоко Белая Линия пастеризованное 2.5% 900г пленка Украина","",""
"Молоко Белая линия Украинское пастеризованное 2.5% 920г пластиковая бутылка Украина","",""
"Молоко Белая линия украинское пастеризованное 3.2% 920г пластиковая бутылка Украина","",""
"Молоко Буренка коровье ультрапастеризованное 2.6% 1000г тетрапакет Украина","",""
"Молоко Буренка ультрапастеризованное 3.2% 1000г Украина","",""
"Молоко Велселая буренка ультрапастеризованное 3.2% 1000г пленка Украина","",""
"Молоко Галичина Карпатское пастеризованное 2.6% 900г пластиковая бутылка Украина","",""
"Молоко Галичина карпатское ультрапастеризованное 2.5% 900г Украина","",""
"Молоко Галичина карпатское ультрапастеризованное 3.2% 900г пленка Украина","",""
"Молоко Галичина Карпатское цельное 3.6% 900г пластиковая бутылка Украина","",""
"Молоко Гармония пастеризованное 2.5% 1000г пленка Украина","",""
"Молоко Гармония пастеризованное 3.2% 1000г пленка Украина","",""
"Молоко Гармония Украинское пастеризованное 2.8% 1000г пленка Украина","",""
"Молоко Гармония Украинское пастеризованное 2.8% 930г пластиковая бутылка Украина","",""
"Молоко Данмис козье натуральное 2.5% 500г тетрапакет Польша","",""
"Молоко Злагода витаминизированное 3.2% 200г стеклянная бутылка Украина","",""
"Молоко Ичня фермерское ультрапастеризованное 2.5% 1000г тктрапакет Украина","",""
"Молоко Ичня фермерское ультрапастеризованное 3.2% 1000г тетрапакет Украина","",""
"Молоко Лактель Легкое утро низколактозное 1.5% 1000г тетрапакет Украина","",""
"Молоко Лактель ультрапастеризованное с витамином Д 0.5% 1000г тетрапакет Украина","",""
"Молоко Лактель ультрапастеризованное с витамином Д 2.5% 1000г тетрапакет Украина","",""
"Молоко Лактель ультрапастеризованное с витамином Д 3.2% 1000г тетрапакет Украина","",""
"Молоко На здоровье детское ультрапастеризованное 3.2% 500г тетрапакет Украина","",""
"Молоко На здоровье Детское ультрапастеризованное для детей от 9 месяцев 3.2% 1000г тетрапакет Украина","",""
"Молоко На здоровье ультрапастеризованное 0.5% 1000г тетрапакет Украина","",""
"Молоко На здоровье ультрапастеризованное 2.6% 1000г тетрапакет Украина","",""
"Молоко На здоровье ультрапастеризованное 3.2% 1000г тетрапакет Украина","",""
"Молоко На здоровье ультрапастеризованное 6% 1000г Украина","",""
"Молоко Премиалле Отборное пастеризованное 2.7% 750г стеклянная бутылка Украина","",""
"Молоко Простоквашино стерилизованное 1.5% 975г Украина","",""
"Молоко Простоквашино стерилизованное 2.5% 1027г Украина","",""
"Молоко Простоквашино стерилизованное 3.5% 975г Украина","",""
"Молоко Простоквашино топленое 2.5% 930г Украина","",""
"Молоко Простоквашино Украинское пастеризованное 1% 920г Украина","",""
"Молоко Простоквашино Украинское пастеризованное 2.6% 900г пленка Украина","",""
"Молоко Простоквашино Украинское пастеризованное 2.6% 930г Украина","",""
"Молоко Простоквашино Украинское пастеризованное 3.2% 930г Украина","",""
"Молоко Санта Мария кокосовое 400мл железная банка Тайланд","",""
"Молоко Селянское Особое ультрапастеризованное 2.6% 1000г тетрапакет Украине","",""
"Молоко Селянское Особое ультрапастеризованное 3.2% 1000г тетрапакет Украине","",""
"Молоко Селянское ультрапастеризованное 1.5% 900г тетра фино Украина","",""
"Молоко Селянское ультрапастеризованное 2.6% тетра фино 900г Украина","",""
"Молоко Селянское ультрапастеризованное 3.2% тетра фино 900г Украина","",""
"Молоко Славяночка пастеризованное 2.5% 890г пластиковая бутылка Украина","",""
"Молоко Славяночка пастеризованное 2.5% 940г пленка Украина","",""
"Молоко Славяночка топленое 4% 500г Украина","",""
"Молоко Славяночка ультрапастеризованное 2.5% 950г тетрапакет Украина","",""
"Молоко Славяночка ультрапастеризованное 3.2% 950г тетрапакет Украина","",""
"Молоко Тема стерилизованное 2.5% 1027г Украина","",""
"Молоко Тотоша детское ультрапастеризованное витаминизированное с 9 месяцев 3.2% 200г тетрапакет Украина","",""
"Молоко Тотоша детское ультрапастеризованное обогащенное кальцием с 9 месяцев 3.2% 200г тетрапакет Украина","",""
"Молоко Ферма ультрапастеризованное 1.5% 900г тетра фино Украина","",""
"Молоко Ферма ультрапастеризованное 2.5% 900г тетра фино Украина","",""
"Молоко Ферма ультрапастеризованное 3.2% 900г тетра фино Украина","",""
"Молочный продукт Актимель 1.6% 100г Россия","",""
"Молочный продукт Актимель земляника-шиповник 1.5% 100г Россия","",""
"Молочный продукт Актимель клубника 1.5% 100г Россия","",""
"Молочный продукт Сбитый крем клубника Хохвальд ультрапастеризованный 30% 250мл Германия","",""
"Молочный продукт Сбитый крем с заменителем сахара Хохвальд ультрапастеризованный 30% 250мл Германия","",""
"Молочный продукт Сбитый крем Хохвальд ультрапастеризованный 21% 250мл Германия","",""
"Молочный продукт Сбитый крем Хохвальд ультрапастеризованный 30% 250мл Германия","",""
"МОНСАЛВІ БРІ 60%","",""
"НА ЗДОР. Т-МОЛОКО БІЛКОВЕ, 1Л","",""
"Напиток Альпро соевый без сахара тетрапакет 1000мл Бельгия","",""
"Напиток Альпро соевый ванилла тетрапакет 1000мл Бельгия","",""
"Напиток Альпро соевый ванилла тетрапакет 250мл Бельгия","",""
